-0.093154, should be 0.000000, difference=0.093154		
0.095218, should be 0.000000, difference=0.095218		
-0.015508, should be 0.000000, difference=0.015508		
0.064227, should be 0.000000, difference=0.064227		
-0.039644, should be 0.000000, difference=0.039644		
-0.007967, should be 0.000000, difference=0.007967		
0.077431, should be 0.000000, difference=0.077431		
-0.027931, should be 0.000000, difference=0.027931		
0.018498, should be 0.000000, difference=0.018498		
-0.042446, should be 0.000000, difference=0.042446		
0.006376, should be 0.000000, difference=0.006376		
0.032856, should be 0.000000, difference=0.032856		
-0.016877, should be 0.000000, difference=0.016877		
0.032905, should be 0.000000, difference=0.032905		
-0.018524, should be 0.000000, difference=0.018524		
-0.086658, should be 0.000000, difference=0.086658		
0.030533, should be 0.000000, difference=0.030533		
0.045045, should be 0.000000, difference=0.045045		
-0.027117, should be 0.000000, difference=0.027117		
-0.081400, should be 0.000000, difference=0.081400		
-0.002175, should be 0.000000, difference=0.002175		
-0.014150, should be 0.000000, difference=0.014150		
0.035322, should be 0.000000, difference=0.035322		
-0.091877, should be 0.000000, difference=0.091877		
0.086655, should be 0.000000, difference=0.086655		
-0.093154, should be 0.000000, difference=0.093154		
0.095218, should be 0.000000, difference=0.095218		
-0.015508, should be 0.000000, difference=0.015508		
0.064227, should be 0.000000, difference=0.064227		
-0.039644, should be 0.000000, difference=0.039644		
-0.007967, should be 0.000000, difference=0.007967		
0.077431, should be 0.000000, difference=0.077431		
-0.027931, should be 0.000000, difference=0.027931		
0.018498, should be 0.000000, difference=0.018498		
-0.042446, should be 0.000000, difference=0.042446		
0.006376, should be 0.000000, difference=0.006376		
0.032856, should be 0.000000, difference=0.032856		
-0.016877, should be 0.000000, difference=0.016877		
0.032905, should be 0.000000, difference=0.032905		
-0.018524, should be 0.000000, difference=0.018524		
-0.086658, should be 0.000000, difference=0.086658		
0.030533, should be 0.000000, difference=0.030533		
0.045045, should be 0.000000, difference=0.045045		
-0.027117, should be 0.000000, difference=0.027117		
-0.081400, should be 0.000000, difference=0.081400		
-0.002175, should be 0.000000, difference=0.002175		
-0.014150, should be 0.000000, difference=0.014150		
0.035322, should be 0.000000, difference=0.035322		
-0.091877, should be 0.000000, difference=0.091877		
0.086655, should be 0.000000, difference=0.086655		
-0.093154, should be 0.000000, difference=0.093154		
0.095218, should be 0.000000, difference=0.095218		
-0.015508, should be 0.000000, difference=0.015508		
0.064227, should be 0.000000, difference=0.064227		
-0.039644, should be 0.000000, difference=0.039644		
-0.007967, should be 0.000000, difference=0.007967		
0.077431, should be 0.000000, difference=0.077431		
-0.027931, should be 0.000000, difference=0.027931		
0.018498, should be 0.000000, difference=0.018498		
-0.042446, should be 0.000000, difference=0.042446		
0.006376, should be 0.000000, difference=0.006376		
0.032856, should be 0.000000, difference=0.032856		
-0.016877, should be 0.000000, difference=0.016877		
0.032905, should be 0.000000, difference=0.032905		
-0.018524, should be 0.000000, difference=0.018524		
-0.086658, should be 0.000000, difference=0.086658		
0.030533, should be 0.000000, difference=0.030533		
0.045045, should be 0.000000, difference=0.045045		
-0.027117, should be 0.000000, difference=0.027117		
-0.081400, should be 0.000000, difference=0.081400		
-0.002175, should be 0.000000, difference=0.002175		
-0.014150, should be 0.000000, difference=0.014150		
0.035322, should be 0.000000, difference=0.035322		
-0.091877, should be 0.000000, difference=0.091877		
0.086655, should be 0.000000, difference=0.086655		
-0.093154, should be 0.000000, difference=0.093154		
0.095218, should be 0.000000, difference=0.095218		
-0.015508, should be 0.000000, difference=0.015508		
0.064227, should be 0.000000, difference=0.064227		
-0.039644, should be 0.000000, difference=0.039644		
-0.007967, should be 0.000000, difference=0.007967		
0.077431, should be 0.000000, difference=0.077431		
-0.027931, should be 0.000000, difference=0.027931		
0.018498, should be 0.000000, difference=0.018498		
-0.042446, should be 0.000000, difference=0.042446		
0.006376, should be 0.000000, difference=0.006376		
0.032856, should be 0.000000, difference=0.032856		
-0.016877, should be 0.000000, difference=0.016877		
0.032905, should be 0.000000, difference=0.032905		
-0.018524, should be 0.000000, difference=0.018524		
